21:15:50: Account aaa has been created.
23:00:19: aaa has logged in from 127.0.0.1.
23:00:21: aaa/Gileijah has began playing Eight Destinies.
23:11:23: aaa has logged in from 127.0.0.1.
23:11:34: aaa/Gileijah has began playing Eight Destinies.
23:47:47: aaa has logged in from 127.0.0.1.
23:47:48: aaa/Gileijah has began playing Eight Destinies.
17:16:18: aaa has logged in from 127.0.0.1.
17:16:21: aaa/Gileijah has began playing Eight Destinies.
20:13:05: aaa has logged in from 127.0.0.1.
20:13:07: aaa/Gileijah has began playing Eight Destinies.
20:58:33: aaa has logged in from 127.0.0.1.
20:58:34: aaa/Gileijah has began playing Eight Destinies.
21:00:09: aaa has logged in from 127.0.0.1.
21:00:11: aaa/Gileijah has began playing Eight Destinies.
21:01:19: aaa has logged in from 127.0.0.1.
21:01:21: aaa/Gileijah has began playing Eight Destinies.
21:13:01: aaa has logged in from 127.0.0.1.
21:13:02: aaa/Gileijah has began playing Eight Destinies.
21:15:25: aaa has logged in from 127.0.0.1.
21:15:26: aaa/Gileijah has began playing Eight Destinies.
21:23:42: aaa has logged in from 127.0.0.1.
21:23:43: aaa/Gileijah has began playing Eight Destinies.
21:59:44: aaa has logged in from 127.0.0.1.
21:59:46: aaa/Gileijah has began playing Eight Destinies.
23:21:15: aaa has logged in from 127.0.0.1.
23:21:16: aaa/Gileijah has began playing Eight Destinies.
10:39:12: aaa has logged in from 127.0.0.1.
10:39:14: aaa/Gileijah has began playing Eight Destinies.
10:48:29: aaa has logged in from 127.0.0.1.
10:48:31: aaa/Gileijah has began playing Eight Destinies.
11:37:04: aaa has logged in from 127.0.0.1.
11:37:05: aaa/Gileijah has began playing Eight Destinies.
14:59:00: aaa has logged in from 127.0.0.1.
14:59:02: aaa/Gileijah has began playing Eight Destinies.
15:02:05: aaa has logged in from 127.0.0.1.
15:02:07: aaa/Gileijah has began playing Eight Destinies.
15:29:05: aaa has logged in from 127.0.0.1.
15:29:07: aaa/Gileijah has began playing Eight Destinies.
15:30:29: aaa has logged in from 127.0.0.1.
15:30:31: aaa/Gileijah has began playing Eight Destinies.
15:32:35: aaa has logged in from 127.0.0.1.
15:32:36: aaa/Gileijah has began playing Eight Destinies.
15:40:32: aaa has logged in from 127.0.0.1.
15:40:33: aaa/Gileijah has began playing Eight Destinies.
17:15:56: aaa has logged in from 127.0.0.1.
17:15:57: aaa/Gileijah has began playing Eight Destinies.
17:28:39: aaa has logged in from 127.0.0.1.
17:28:40: aaa/Gileijah has began playing Eight Destinies.
17:32:19: aaa has logged in from 127.0.0.1.
17:32:30: aaa has logged in from 127.0.0.1.
17:32:31: aaa/Gileijah has began playing Eight Destinies.
17:38:19: aaa has logged in from 127.0.0.1.
17:38:20: aaa/Gileijah has began playing Eight Destinies.
17:41:31: aaa has logged in from 127.0.0.1.
17:41:32: aaa/Gileijah has began playing Eight Destinies.
17:50:05: aaa has logged in from 127.0.0.1.
17:50:07: aaa/Gileijah has began playing Eight Destinies.
18:42:23: aaa has logged in from 127.0.0.1.
18:42:27: aaa/Gileijah has began playing Eight Destinies.
18:49:52: aaa has logged in from 127.0.0.1.
18:49:54: aaa/Gileijah has began playing Eight Destinies.
19:02:12: aaa has logged in from 127.0.0.1.
19:02:14: aaa/Gileijah has began playing Eight Destinies.
19:07:41: aaa has logged in from 127.0.0.1.
19:07:43: aaa/Gileijah has began playing Eight Destinies.
19:17:16: aaa has logged in from 127.0.0.1.
19:17:18: aaa/Gileijah has began playing Eight Destinies.
19:19:23: aaa has logged in from 127.0.0.1.
19:19:24: aaa/Gileijah has began playing Eight Destinies.
19:20:28: aaa has logged in from 127.0.0.1.
19:20:29: aaa/Gileijah has began playing Eight Destinies.
19:21:57: aaa has logged in from 127.0.0.1.
19:21:58: aaa/Gileijah has began playing Eight Destinies.
19:29:48: aaa has logged in from 127.0.0.1.
19:29:50: aaa/Gileijah has began playing Eight Destinies.
19:38:37: aaa has logged in from 127.0.0.1.
19:38:38: aaa/Gileijah has began playing Eight Destinies.
19:46:47: aaa has logged in from 127.0.0.1.
19:47:54: Character Tert added to aaa's account.
19:48:00: aaa/Tert has began playing Eight Destinies.
19:52:48: aaa has logged in from 127.0.0.1.
19:52:50: aaa/Gileijah has began playing Eight Destinies.
20:15:44: aaa has logged in from 127.0.0.1.
20:16:16: Character deleted on aaa's account.
20:17:27: Character Terk added to aaa's account.
20:17:41: aaa/Terk has began playing Eight Destinies.
20:18:48: aaa has logged in from 127.0.0.1.
20:18:49: aaa/Gileijah has began playing Eight Destinies.
20:28:45: aaa has logged in from 127.0.0.1.
20:28:47: aaa/Gileijah has began playing Eight Destinies.
20:31:37: Map #111: Gileijah : gfd
20:33:19: aaa has logged in from 127.0.0.1.
20:33:21: aaa/Gileijah has began playing Eight Destinies.
11:30:50: aaa has logged in from 127.0.0.1.
11:30:54: aaa/Gileijah has began playing Eight Destinies.
11:52:45: aaa has logged in from 127.0.0.1.
11:52:46: aaa/Gileijah has began playing Eight Destinies.
12:06:28: aaa has logged in from 127.0.0.1.
12:06:30: aaa/Gileijah has began playing Eight Destinies.
13:07:51: aaa has logged in from 127.0.0.1.
13:07:52: aaa/Gileijah has began playing Eight Destinies.
13:10:35: aaa has logged in from 127.0.0.1.
13:10:37: aaa/Gileijah has began playing Eight Destinies.
13:12:16: aaa has logged in from 127.0.0.1.
13:12:17: aaa/Gileijah has began playing Eight Destinies.
13:13:29: aaa has logged in from 127.0.0.1.
13:13:30: aaa/Gileijah has began playing Eight Destinies.
13:15:21: aaa has logged in from 127.0.0.1.
13:15:23: aaa/Gileijah has began playing Eight Destinies.
13:24:40: aaa/Gileijah has began playing Eight Destinies.
13:24:44: aaa has logged in from 127.0.0.1.
13:49:43: aaa has logged in from 127.0.0.1.
13:49:44: aaa/Gileijah has began playing Eight Destinies.
13:52:16: aaa has logged in from 127.0.0.1.
13:52:17: aaa/Gileijah has began playing Eight Destinies.
13:53:48: aaa has logged in from 127.0.0.1.
13:53:49: aaa/Gileijah has began playing Eight Destinies.
21:11:40: aaa has logged in from 127.0.0.1.
21:11:43: aaa/Gileijah has began playing Eight Destinies.
22:10:14: aaa has logged in from 127.0.0.1.
22:10:16: aaa/Gileijah has began playing Eight Destinies.
22:22:17: aaa has logged in from 127.0.0.1.
22:22:18: aaa/Gileijah has began playing Eight Destinies.
22:28:51: aaa has logged in from 127.0.0.1.
22:29:09: aaa/Gileijah has began playing Eight Destinies.
22:33:20: aaa has logged in from 127.0.0.1.
22:33:22: aaa/Gileijah has began playing Eight Destinies.
22:35:02: aaa has logged in from 127.0.0.1.
22:35:03: aaa/Gileijah has began playing Eight Destinies.
22:37:09: aaa has logged in from 127.0.0.1.
22:37:10: aaa/Gileijah has began playing Eight Destinies.
22:38:23: aaa has logged in from 127.0.0.1.
22:38:24: aaa/Gileijah has began playing Eight Destinies.
22:41:41: aaa has logged in from 127.0.0.1.
22:41:42: aaa/Gileijah has began playing Eight Destinies.
22:42:52: aaa has logged in from 127.0.0.1.
22:42:54: aaa/Gileijah has began playing Eight Destinies.
22:44:13: aaa has logged in from 127.0.0.1.
22:44:16: aaa/Gileijah has began playing Eight Destinies.
22:45:11: aaa has logged in from 127.0.0.1.
22:45:15: aaa/Gileijah has began playing Eight Destinies.
22:46:42: aaa has logged in from 127.0.0.1.
22:46:44: aaa/Gileijah has began playing Eight Destinies.
22:48:49: aaa has logged in from 127.0.0.1.
22:48:52: aaa/Gileijah has began playing Eight Destinies.
22:52:10: aaa has logged in from 127.0.0.1.
22:52:12: aaa/Gileijah has began playing Eight Destinies.
23:30:57: aaa has logged in from 127.0.0.1.
23:30:59: aaa/Gileijah has began playing Eight Destinies.
01:21:44: aaa has logged in from 127.0.0.1.
01:21:46: aaa/Gileijah has began playing Eight Destinies.
01:24:00: aaa has logged in from 127.0.0.1.
01:24:01: aaa/Gileijah has began playing Eight Destinies.
01:48:52: aaa has logged in from 127.0.0.1.
01:48:53: aaa/Gileijah has began playing Eight Destinies.
02:32:09: aaa has logged in from 127.0.0.1.
02:33:34: Character Gil added to aaa's account.
02:33:37: aaa/Gil has began playing Eight Destinies.
02:38:39: aaa has logged in from 127.0.0.1.
02:38:40: aaa/Gileijah has began playing Eight Destinies.
02:43:14: aaa has logged in from 127.0.0.1.
02:43:16: aaa/Gil has began playing Eight Destinies.
02:46:43: aaa has logged in from 127.0.0.1.
02:46:45: aaa/Gileijah has began playing Eight Destinies.
02:50:21: aaa has logged in from 127.0.0.1.
02:50:23: aaa/Gil has began playing Eight Destinies.
03:07:18: aaa has logged in from 127.0.0.1.
03:07:51: Character deleted on aaa's account.
03:09:03: Character Gil added to aaa's account.
03:09:06: aaa/Gil has began playing Eight Destinies.
03:16:57: aaa has logged in from 127.0.0.1.
03:16:59: aaa/Gileijah has began playing Eight Destinies.
03:20:43: aaa has logged in from 127.0.0.1.
03:20:45: aaa/Gil has began playing Eight Destinies.
03:38:43: aaa has logged in from 127.0.0.1.
03:38:52: aaa/Gileijah has began playing Eight Destinies.
03:43:04: aaa has logged in from 127.0.0.1.
03:43:08: aaa/Gil has began playing Eight Destinies.
04:22:49: aaa has logged in from 127.0.0.1.
04:22:52: aaa/Gileijah has began playing Eight Destinies.
04:24:03: aaa has logged in from 127.0.0.1.
04:24:06: aaa/Gil has began playing Eight Destinies.
04:51:42: aaa has logged in from 127.0.0.1.
04:51:47: aaa/Gileijah has began playing Eight Destinies.
04:52:45: aaa has logged in from 127.0.0.1.
04:52:47: aaa/Gil has began playing Eight Destinies.
05:11:02: aaa has logged in from 127.0.0.1.
05:11:04: aaa/Gileijah has began playing Eight Destinies.
05:12:35: aaa has logged in from 127.0.0.1.
05:12:38: aaa/Gil has began playing Eight Destinies.
05:16:49: aaa has logged in from 127.0.0.1.
05:16:51: aaa/Gileijah has began playing Eight Destinies.
17:07:06: aaa has logged in from 127.0.0.1.
17:07:10: aaa/Gileijah has began playing Eight Destinies.
22:05:04: aaa has logged in from 127.0.0.1.
22:05:06: aaa/Gileijah has began playing Eight Destinies.
22:10:48: aaa has logged in from 127.0.0.1.
22:10:49: aaa/Gileijah has began playing Eight Destinies.
22:13:35: aaa has logged in from 127.0.0.1.
22:13:37: aaa/Gileijah has began playing Eight Destinies.
22:14:12: aaa has logged in from 127.0.0.1.
22:14:14: aaa/Gil has began playing Eight Destinies.
22:22:06: aaa has logged in from 127.0.0.1.
22:22:08: aaa/Gil has began playing Eight Destinies.
22:27:19: aaa has logged in from 127.0.0.1.
22:27:23: aaa/Gil has began playing Eight Destinies.
22:35:11: aaa has logged in from 127.0.0.1.
22:35:22: aaa/Gileijah has began playing Eight Destinies.
22:37:17: aaa has logged in from 127.0.0.1.
22:37:20: aaa/Gil has began playing Eight Destinies.
22:46:14: aaa has logged in from 127.0.0.1.
22:46:17: aaa/Gileijah has began playing Eight Destinies.
22:51:05: aaa has logged in from 127.0.0.1.
22:51:07: aaa/Gil has began playing Eight Destinies.
22:53:58: aaa has logged in from 127.0.0.1.
22:54:01: aaa/Gileijah has began playing Eight Destinies.
22:57:08: aaa has logged in from 127.0.0.1.
22:57:11: aaa/Gil has began playing Eight Destinies.
23:08:25: aaa has logged in from 127.0.0.1.
23:08:27: aaa/Gileijah has began playing Eight Destinies.
23:12:05: aaa has logged in from 127.0.0.1.
23:12:08: aaa/Gil has began playing Eight Destinies.
23:16:24: aaa has logged in from 127.0.0.1.
23:16:26: aaa/Gileijah has began playing Eight Destinies.
23:18:46: aaa has logged in from 127.0.0.1.
23:18:48: aaa/Gil has began playing Eight Destinies.
23:23:11: aaa has logged in from 127.0.0.1.
23:23:12: aaa/Gil has began playing Eight Destinies.
00:34:13: aaa has logged in from 127.0.0.1.
00:34:17: aaa/Gileijah has began playing Eight Destinies.
20:34:12: aaa has logged in from 127.0.0.1.
20:34:15: aaa/Gileijah has began playing Eight Destinies.
21:03:40: aaa has logged in from 127.0.0.1.
21:03:41: aaa/Gileijah has began playing Eight Destinies.
22:20:43: aaa has logged in from 127.0.0.1.
22:20:45: aaa/Gileijah has began playing Eight Destinies.
22:46:51: aaa has logged in from 127.0.0.1.
22:47:03: aaa has logged in from 127.0.0.1.
22:47:05: aaa/Gileijah has began playing Eight Destinies.
22:47:44: aaa has logged in from 127.0.0.1.
22:48:03: aaa/Gil has began playing Eight Destinies.
22:54:26: aaa has logged in from 127.0.0.1.
22:54:36: aaa/Gileijah has began playing Eight Destinies.
23:08:44: aaa has logged in from 127.0.0.1.
23:09:10: aaa/Gil has began playing Eight Destinies.
23:13:42: aaa has logged in from 127.0.0.1.
23:13:45: aaa/Gil has began playing Eight Destinies.
23:43:17: aaa has logged in from 127.0.0.1.
23:43:19: aaa/Gileijah has began playing Eight Destinies.
23:46:32: aaa has logged in from 127.0.0.1.
23:46:38: aaa/Gil has began playing Eight Destinies.
23:52:40: aaa has logged in from 127.0.0.1.
23:52:42: aaa/Gileijah has began playing Eight Destinies.
23:55:13: aaa has logged in from 127.0.0.1.
23:55:16: aaa/Gil has began playing Eight Destinies.
00:35:33: aaa has logged in from 127.0.0.1.
00:35:36: aaa/Gileijah has began playing Eight Destinies.
00:38:35: aaa has logged in from 127.0.0.1.
00:38:37: aaa/Gileijah has began playing Eight Destinies.
00:40:38: aaa has logged in from 127.0.0.1.
00:40:40: aaa/Gileijah has began playing Eight Destinies.
00:40:58: Map #33: Gileijah : C
00:41:12: Map #33: Gileijah : C
00:41:13: Map #33: Gileijah : c
00:41:14: Map #33: Gileijah : s
00:48:03: aaa has logged in from 127.0.0.1.
00:48:05: aaa/Gileijah has began playing Eight Destinies.
01:30:54: aaa has logged in from 127.0.0.1.
01:32:15: aaa has logged in from 127.0.0.1.
01:32:20: aaa/Gileijah has began playing Eight Destinies.
01:35:16: aaa has logged in from 127.0.0.1.
01:35:18: aaa/Gileijah has began playing Eight Destinies.
01:57:26: aaa has logged in from 127.0.0.1.
01:57:28: aaa/Gileijah has began playing Eight Destinies.
02:00:13: aaa has logged in from 127.0.0.1.
02:00:14: aaa/Gileijah has began playing Eight Destinies.
02:01:05: aaa has logged in from 127.0.0.1.
02:01:07: aaa/Gileijah has began playing Eight Destinies.
02:05:53: aaa has logged in from 127.0.0.1.
02:05:56: aaa/Gileijah has began playing Eight Destinies.
02:14:46: aaa has logged in from 127.0.0.1.
02:14:48: aaa/Gileijah has began playing Eight Destinies.
02:16:29: aaa has logged in from 127.0.0.1.
02:16:31: aaa/Gileijah has began playing Eight Destinies.
02:24:07: aaa has logged in from 127.0.0.1.
02:24:08: aaa/Gileijah has began playing Eight Destinies.
02:26:58: aaa has logged in from 127.0.0.1.
02:27:02: aaa/Gileijah has began playing Eight Destinies.
02:30:07: aaa has logged in from 127.0.0.1.
02:30:08: aaa/Gileijah has began playing Eight Destinies.
02:35:49: aaa has logged in from 127.0.0.1.
02:35:51: aaa/Gileijah has began playing Eight Destinies.
02:36:05: Map #36: Gileijah : gfd
02:48:16: aaa has logged in from 127.0.0.1.
02:48:17: aaa/Gileijah has began playing Eight Destinies.
02:48:27: Map #33: Gileijah : gfgfd
02:56:29: aaa has logged in from 127.0.0.1.
02:56:31: aaa/Gileijah has began playing Eight Destinies.
02:56:38: Map #33: Gileijah : bvc
02:56:40: Map #33: Gileijah : gdf
02:56:41: Map #33: Gileijah : gdfgd
02:56:42: Map #33: Gileijah : gdfgdgfdgd
02:56:43: Map #33: Gileijah : gdfgdfgd
02:56:45: Map #33: Gileijah : gfdg
02:59:18: aaa has logged in from 127.0.0.1.
02:59:20: aaa/Gileijah has began playing Eight Destinies.
03:04:34: aaa has logged in from 127.0.0.1.
03:04:36: aaa/Gileijah has began playing Eight Destinies.
03:04:41: Map #33: Gileijah : tr'
17:53:38: aaa has logged in from 127.0.0.1.
17:53:40: aaa/Gileijah has began playing Eight Destinies.
17:56:12: aaa has logged in from 127.0.0.1.
17:56:14: aaa/Gileijah has began playing Eight Destinies.
17:56:52: aaa has logged in from 127.0.0.1.
17:58:52: aaa has logged in from 127.0.0.1.
17:58:56: aaa/Gileijah has began playing Eight Destinies.
18:14:11: aaa has logged in from 127.0.0.1.
18:14:15: aaa/Gileijah has began playing Eight Destinies.
18:20:53: aaa has logged in from 127.0.0.1.
18:20:55: aaa/Gileijah has began playing Eight Destinies.
18:31:31: aaa has logged in from 127.0.0.1.
18:31:33: aaa/Gileijah has began playing Eight Destinies.
18:33:33: aaa has logged in from 127.0.0.1.
18:33:35: aaa/Gileijah has began playing Eight Destinies.
18:34:46: aaa has logged in from 127.0.0.1.
18:34:59: aaa/Gileijah has began playing Eight Destinies.
18:36:24: aaa has logged in from 127.0.0.1.
18:36:26: aaa/Gileijah has began playing Eight Destinies.
18:38:44: aaa has logged in from 127.0.0.1.
18:38:48: aaa/Gileijah has began playing Eight Destinies.
18:39:44: Map #39: Gileijah : c'
18:39:45: Map #39: Gileijah : c
18:40:53: aaa has logged in from 127.0.0.1.
18:40:55: aaa/Gileijah has began playing Eight Destinies.
18:41:02: Map #39: Gileijah : gdfgdfgdgdg
18:41:04: Map #39: Gileijah : gdfgevefgetawtawbrtawertwaebrr
18:41:05: Map #39: Gileijah : rbwr3q5353
18:41:06: Map #39: Gileijah : tetb5456646456464b4
18:46:34: aaa has logged in from 85.226.178.102.
18:46:36: aaa/Gileijah has began playing Eight Destinies.
18:47:52: aaa has logged in from 85.226.178.102.
18:47:54: aaa/Gileijah has began playing Eight Destinies.
